---Running 10-fold CV---

Fold  1 - Raw Best Weight: [0.03885350238962898, 0.49908043615241904, 0.11901077722003614, 0.7402062294209586]	Accuracy: [14, 17, 20] out of 36	Time Taken: 408.0076949596405
Population: 20	Generations: 25	Crossover Prob: 0.9	Differential Weight: 0.8
gen	evals	avg   	std     	min	max
0  	20   	112.95	2.43875 	109	118
1  	20   	113.2 	2.20454 	110	118
2  	20   	113.85	2.00686 	111	118
3  	20   	114.5 	1.65831 	111	118
4  	20   	114.7 	1.64621 	112	118
5  	20   	115.05	1.53216 	112	118
6  	20   	115.5 	1.20416 	114	118
7  	20   	115.6 	1.28062 	114	118
8  	20   	115.65	1.23592 	114	118
9  	20   	115.8 	1.16619 	114	118
10 	20   	115.85	1.15217 	114	118
11 	20   	115.95	1.07121 	114	118
12 	20   	115.95	1.07121 	114	118
13 	20   	116.1 	1.13578 	114	118
14 	20   	116.15	1.15217 	114	118
15 	20   	116.15	1.15217 	114	118
16 	20   	116.25	1.04283 	114	118
17 	20   	116.3 	1.05357 	114	118
18 	20   	116.45	0.804674	115	118
19 	20   	116.55	0.739932	115	118
20 	20   	116.7 	0.781025	115	118
21 	20   	116.7 	0.781025	115	118
22 	20   	116.7 	0.781025	115	118
23 	20   	117   	0.774597	115	118
24 	20   	117.1 	0.7     	115	118
Fold  2 - Raw Best Weight: [0.05802252013349938, 0.8225201418718882, 0.9336612499785094, 1.398214186902057]	Accuracy: [14, 19, 21] out of 36	Time Taken: 893.7262141704559
Population: 20	Generations: 25	Crossover Prob: 0.9	Differential Weight: 0.8
gen	evals	avg   	std     	min	max
0  	20   	113.65	1.9564  	111	118
1  	20   	114.45	2.2017  	112	119
2  	20   	115.2 	1.91311 	112	119
3  	20   	115.45	1.71683 	112	119
4  	20   	115.55	1.71683 	113	119
5  	20   	116.45	1.53216 	113	119
6  	20   	117.05	1.56445 	113	119
7  	20   	117.4 	1.2     	115	119
8  	20   	117.85	1.10793 	115	119
9  	20   	118.3 	0.714143	117	119
10 	20   	118.5 	0.591608	117	119
11 	20   	118.7 	0.458258	118	119
12 	20   	118.8 	0.4     	118	119
13 	20   	118.9 	0.3     	118	119
14 	20   	118.95	0.217945	118	119
15 	20   	118.95	0.217945	118	119
16 	20   	118.95	0.217945	118	119
17 	20   	118.95	0.217945	118	119
18 	20   	118.95	0.217945	118	119
19 	20   	118.95	0.217945	118	119
20 	20   	118.95	0.217945	118	119
21 	20   	119   	0       	119	119
22 	20   	119   	0       	119	119
23 	20   	119   	0       	119	119
24 	20   	119   	0       	119	119
Fold  3 - Raw Best Weight: [0.7035471557831255, 1.0233767755167371, 0.11269965487214728, 0.46159954936618974]	Accuracy: [15, 18, 18] out of 36	Time Taken: 399.9469060897827
Population: 20	Generations: 25	Crossover Prob: 0.9	Differential Weight: 0.8
gen	evals	avg   	std     	min	max
0  	20   	112.4 	1.56205 	108	115
1  	20   	113.2 	0.979796	111	115
2  	20   	114.35	1.52561 	112	118
3  	20   	114.65	1.35185 	112	118
4  	20   	114.8 	1.32665 	112	118
5  	20   	115.15	1.35185 	112	118
6  	20   	115.25	1.29904 	112	118
7  	20   	115.35	1.10793 	113	118
8  	20   	115.75	1.17792 	113	118
9  	20   	115.8 	1.07703 	114	118
10 	20   	115.8 	1.07703 	114	118
11 	20   	115.9 	1.09087 	114	118
12 	20   	115.9 	1.09087 	114	118
13 	20   	116.05	0.973396	114	118
14 	20   	116.35	0.792149	114	118
15 	20   	116.55	0.589491	116	118
16 	20   	116.6 	0.583095	116	118
17 	20   	116.65	0.572276	116	118
18 	20   	116.65	0.572276	116	118
19 	20   	116.8 	0.6     	116	118
20 	20   	116.8 	0.6     	116	118
21 	20   	116.8 	0.6     	116	118
22 	20   	116.85	0.572276	116	118
23 	20   	116.9 	0.538516	116	118
24 	20   	116.95	0.497494	116	118
Fold  4 - Raw Best Weight: [12.55449639211761, 16.475768380800826, 0.5183174866834916, 7.289248628628652]	Accuracy: [10, 13, 16] out of 35	Time Taken: 404.1275808811188
Population: 20	Generations: 25	Crossover Prob: 0.9	Differential Weight: 0.8
gen	evals	avg   	std     	min	max
0  	20   	118   	1.58114 	115	121
1  	20   	118.9 	1.67033 	116	122
2  	20   	119.2 	1.63095 	116	122
3  	20   	119.4 	1.39284 	116	122
4  	20   	119.8 	1.2083  	118	122
5  	20   	119.85	1.19478 	118	122
6  	20   	120.1 	1.26095 	118	122
7  	20   	120.45	1.46544 	118	123
8  	20   	120.8 	1.56844 	119	123
9  	20   	121.05	1.46544 	119	123
10 	20   	121.95	1.32193 	119	123
11 	20   	122.15	1.15217 	119	123
12 	20   	122.35	0.90967 	119	123
13 	20   	122.6 	0.583095	121	123
14 	20   	122.6 	0.583095	121	123
15 	20   	122.7 	0.458258	122	123
16 	20   	122.8 	0.4     	122	123
17 	20   	122.95	0.217945	122	123
18 	20   	122.95	0.217945	122	123
19 	20   	123   	0       	123	123
20 	20   	123   	0       	123	123
21 	20   	123   	0       	123	123
22 	20   	123   	0       	123	123
23 	20   	123   	0       	123	123
24 	20   	123   	0       	123	123
Fold  5 - Raw Best Weight: [1.285674740556856, 2.564649117348778, 0.4615141425358753, 0.658873792243407]	Accuracy: [13, 21, 22] out of 35	Time Taken: 405.38894391059875
Population: 20	Generations: 25	Crossover Prob: 0.9	Differential Weight: 0.8
gen	evals	avg   	std     	min	max
0  	20   	112.3 	1.76352 	110	118
1  	20   	112.95	2.08507 	110	118
2  	20   	113.65	1.87816 	111	118
3  	20   	114.4 	1.93391 	111	118
4  	20   	114.95	1.80208 	112	118
5  	20   	115.45	1.65756 	113	118
6  	20   	115.6 	1.56205 	113	118
7  	20   	115.6 	1.56205 	113	118
8  	20   	116.1 	1.3     	113	118
9  	20   	116.25	1.21963 	113	118
10 	20   	116.35	1.15217 	113	118
11 	20   	116.6 	1.06771 	114	118
12 	20   	116.8 	0.812404	114	118
13 	20   	116.9 	0.943398	114	119
14 	20   	116.9 	0.943398	114	119
15 	20   	117.3 	0.714143	116	119
16 	20   	117.35	0.653835	117	119
17 	20   	117.4 	0.663325	117	119
18 	20   	117.45	0.668954	117	119
19 	20   	117.55	0.668954	117	119
20 	20   	117.7 	0.714143	117	119
21 	20   	117.85	0.726292	117	119
22 	20   	118.15	0.792149	117	119
23 	20   	118.3 	0.714143	117	119
24 	20   	118.45	0.668954	117	119
Fold  6 - Raw Best Weight: [0.8210019083380761, 1.5795467910489955, 0.14899713509018586, 0.5347409451594187]	Accuracy: [11, 18, 19] out of 35	Time Taken: 434.6696617603302
Population: 20	Generations: 25	Crossover Prob: 0.9	Differential Weight: 0.8
gen	evals	avg   	std     	min	max
0  	20   	113.95	2.5976  	109	119
1  	20   	115.25	1.63936 	112	119
2  	20   	115.9 	1.54596 	112	119
3  	20   	116.5 	1.43178 	115	120
4  	20   	116.65	1.38834 	115	120
5  	20   	116.85	1.4239  	115	120
6  	20   	117.3 	1.48661 	115	121
7  	20   	117.5 	1.32288 	116	121
8  	20   	117.85	1.35185 	116	121
9  	20   	118   	1.3784  	116	121
10 	20   	118.4 	1.35647 	116	121
11 	20   	118.65	1.4239  	116	121
12 	20   	118.75	1.29904 	117	121
13 	20   	118.75	1.29904 	117	121
14 	20   	119   	1.30384 	117	121
15 	20   	119.3 	1.26886 	118	122
16 	20   	119.55	1.32193 	118	122
17 	20   	119.65	1.23592 	118	122
18 	20   	120.05	1.28355 	118	122
19 	20   	120.5 	1.1619  	118	122
20 	20   	120.7 	0.953939	119	122
21 	20   	121.1 	0.994987	119	122
22 	20   	121.45	0.739932	119	122
23 	20   	121.45	0.739932	119	122
24 	20   	121.55	0.739932	119	122
Fold  7 - Raw Best Weight: [0.0587384939132205, 1.217014538588175, 0.3319231481598277, 0.49176604403846613]	Accuracy: [10, 16, 22] out of 35	Time Taken: 451.733824968338
Population: 20	Generations: 25	Crossover Prob: 0.9	Differential Weight: 0.8
gen	evals	avg   	std     	min	max
0  	20   	116.8 	2.06398 	111	120
1  	20   	117.65	1.52561 	114	120
2  	20   	118.65	1.55804 	116	121
3  	20   	118.9 	1.33791 	116	121
4  	20   	119.15	1.15217 	117	121
5  	20   	119.25	1.13468 	117	121
6  	20   	119.35	1.10793 	117	121
7  	20   	119.55	0.973396	117	121
8  	20   	119.6 	0.916515	117	121
9  	20   	119.8 	0.748331	118	121
10 	20   	120.05	0.497494	119	121
11 	20   	120.15	0.47697 	119	121
12 	20   	120.25	0.433013	120	121
13 	20   	120.4 	0.489898	120	121
14 	20   	120.5 	0.5     	120	121
15 	20   	120.65	0.47697 	120	121
16 	20   	120.65	0.47697 	120	121
17 	20   	120.65	0.47697 	120	121
18 	20   	120.7 	0.458258	120	121
19 	20   	120.7 	0.458258	120	121
20 	20   	120.8 	0.4     	120	121
21 	20   	120.85	0.357071	120	121
22 	20   	120.95	0.217945	120	121
23 	20   	120.95	0.217945	120	121
24 	20   	120.95	0.217945	120	121
Fold  8 - Raw Best Weight: [0.045512363023573796, 0.9369637540073537, 0.1280837052083962, 1.341608299579439]	Accuracy: [11, 16, 19] out of 35	Time Taken: 445.132257938385
Population: 20	Generations: 25	Crossover Prob: 0.9	Differential Weight: 0.8
gen	evals	avg   	std     	min	max
0  	20   	115.55	2.2017  	113	121
1  	20   	116.55	2.2243  	113	121
2  	20   	117.35	2.12779 	113	121
3  	20   	117.75	2.21077 	113	121
4  	20   	118.15	2.10416 	114	121
5  	20   	118.2 	2.13542 	114	121
6  	20   	118.35	1.98179 	114	121
7  	20   	118.8 	1.56844 	115	121
8  	20   	118.85	1.62096 	115	121
9  	20   	118.95	1.43091 	116	121
10 	20   	119.1 	1.37477 	116	121
11 	20   	119.3 	1.14455 	117	121
12 	20   	119.45	1.16082 	117	121
13 	20   	119.6 	1.11355 	117	121
14 	20   	119.8 	0.87178 	118	121
15 	20   	119.95	0.739932	118	121
16 	20   	120.1 	0.538516	119	121
17 	20   	120.1 	0.538516	119	121
18 	20   	120.1 	0.538516	119	121
19 	20   	120.1 	0.538516	119	121
